年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
105年04月,台灣,女性,9850,6885770,3559,5546893,1317,3338601,12428,8478405,7671,16430760,7495,14435052,14962,23165418,205820,196570167,73141,132950438,29512,94201586,218488,166153023,149132,347901667,169478,374318765,350710,696842604,586282,650773727,181212,380142667,77274,297881293,534980,455481632,328916,995835333,445363,1117000063,1063479,2319379007,1018912,1176840311,284781,637134507,122174,542980317,741420,651321224,402365,1431157743,682329,1791573511,1627036,3974272396,1413470,1587656204,320084,744483744,147079,686352586,813677,756413007,441719,1738328317,809456,2154716317,1943081,5750917723,1446498,1615737161,254051,633720437,137311,702828686,717654,683199238,383157,1715792838,703895,1989508394,1720607,6005046993,1395407,1582399240,210839,593462711,132015,729876478,658194,637658952,318460,1689057930,610174,1901543136,1500476,6554398160,1107884,1311559644,150760,499072925,108153,612321252,514030,502601346,221642,1448923119,444395,1613853164,1121571,5964705630,746435,926449917,90444,329704514,71872,413847736,329236,322566163,128527,1046053570,279075,1054975235,677881,4344409193,483896,577611877,51000,193441058,43447,246383252,174871,169907261,72417,698328785,169474,646169701,375878,2928444191,216085,265979972,19613,76605331,17719,97987234,61858,57100022,29026,330525987,72929,268126449,132022,1181371168,66246,77531002,5137,21354219,5042,27468995,14372,14311763,7843,105916539,20833,80639412,32290,399896492,26147,31945456,1708,8404248,2106,11695962,4323,4682240,2839,41246249,9014,37681669,11065,137163095,9394,11551846,563,2812765,964,5820213,1329,1674955,931,9731286,3900,16716803,3428,69470142
105年05月,台灣,女性,10431,7609229,3980,6248354,1311,3733489,13716,10901043,8127,25643513,7705,13143305,16709,22520537,224708,221067178,80457,144769454,30183,94900939,237945,182174280,146780,388852664,176952,356381605,381590,761982357,641830,725613131,189722,392516897,78740,311134974,576261,482843031,311079,1045593266,443156,985655718,1110944,2765761486,1103151,1303479547,287878,630313366,122518,559840876,784752,701282645,389918,1503590129,662677,1494358527,1674124,5262453384,1520356,1732450473,325972,739977795,148062,717843462,863232,822205586,440911,1896936151,791882,1813895497,1987306,8178789116,1544493,1744221474,264761,656551042,138752,730012096,759748,751469843,385793,2002456408,693855,1714853261,1754482,9146452923,1474817,1699963676,223203,622393923,130660,740986910,694266,699172196,323422,1986131845,603877,1667249447,1522977,9986063384,1170363,1417787247,160859,515112604,107918,622564941,541056,543607971,225674,1603221586,443307,1373848385,1142429,9461745994,791015,1001305787,97524,340945401,72935,441805852,345684,340542558,130496,1127492878,280118,914785969,690501,6533091302,513085,635750505,54388,198954425,44158,265513830,184207,180746639,73846,772994118,168745,534191699,383934,4771440110,230974,275655528,21253,79181814,18640,109315482,65325,63808537,30568,364027842,72715,236543141,137522,2058904468,70098,83802148,5621,23226263,5344,28671822,15242,15708557,8212,108175880,20750,63998358,33306,536727543,27949,34556808,1849,7445080,2216,11036503,4712,4634995,3005,40555024,8984,30956845,12136,343604391,9833,13297834,554,3144107,843,4153850,1465,1983168,956,11570739,3867,12369057,3696,89065836
105年06月,台灣,女性,11627,9078580,4587,6914177,1655,4516428,13186,11737373,10322,35432250,9022,15242214,16249,20027747,229561,219456732,84785,146195465,33000,106917818,243736,189015361,165716,412250393,181735,346606592,374692,695159679,649198,706675076,198589,391653119,80497,323677988,584155,499620137,340191,1033674115,458114,967139942,1089308,2250907527,1116781,1240149397,297434,629672918,127149,575654161,798612,725340548,412594,1462615029,691451,1497522588,1663229,3883000406,1581234,1711523929,338413,752176449,159828,761220329,894681,876239844,476371,2015938896,854080,1885208228,2026722,5520613059,1626144,1765156772,278345,669128693,153191,809617675,799289,827180541,426097,2353046579,758953,1818225012,1795606,5763990639,1567757,1736037537,234155,635286962,145972,813268666,731368,767363553,356395,2333565478,659449,1787826240,1573531,6075554631,1252305,1468210955,165232,512119912,119935,690668215,571369,600242568,242168,1745382542,476760,1443908843,1187257,5469511686,846490,1027289840,96584,329620393,80362,494397281,363399,372496887,135015,1106141671,297723,945887181,713274,3901151386,551483,650391520,52876,189178671,47131,283484441,190668,195818746,74495,696312625,178799,562149157,390959,2426916458,253446,297082407,20591,73921845,19799,114755253,69117,74286582,30517,332162521,78315,238105660,139670,1037536794,76097,88059697,5276,18885706,5515,28647805,15967,17536121,8114,105700142,22411,72199151,33272,326272297,30481,36076367,1808,7884752,2499,11783805,4935,5411526,2905,37844735,9486,31427023,11818,128798043,18554,26793290,4009,16070334,2438,16837826,5823,9235957,5932,52101599,8749,26504716,25685,168296264
105年07月,台灣,女性,11751,9198719,4473,6889757,1717,4638079,11474,9287282,10589,34624933,9416,16125258,14823,22921101,240777,230962070,77969,130596659,34339,102503626,234262,173006530,176825,385249174,178379,341484471,396020,731086643,707521,770248148,187248,362359164,84978,333129294,592523,489149623,376598,994613924,457015,972764285,1119898,2262308989,1207925,1350995450,277910,566989541,132064,603844054,801859,709088037,443434,1362238817,689787,1485607159,1740022,3838527119,1689918,1848404025,320541,672643364,171024,811089365,901501,848293967,517305,1879020526,861193,1855111807,2116738,5405805121,1743326,1918929251,274930,627487676,171238,887871674,806009,797064900,467934,2190727820,784254,1845761605,1873995,5701445345,1683829,1913063441,239100,606196419,161596,875050812,724966,741714449,383413,2202248527,683284,1801998542,1661727,6079414641,1347600,1593724263,167985,498022069,125153,698395478,560646,578097813,250029,1585360336,485055,1418726137,1243946,5605796566,899433,1120128803,96766,314216182,80171,469838083,354160,357752893,133483,912846420,293642,929733890,745371,3965828897,583478,694295624,52012,176012860,46453,271061254,186913,181720736,71497,547119750,175311,554334699,409795,2610471717,266474,304401476,20083,67512878,19988,108294921,66888,63340618,29105,248504517,77822,234910197,157148,1143902927,79945,94143703,5133,16945278,5519,31276632,15573,16508725,7595,80009124,21790,64882759,35529,347584335,31385,38233293,1603,5347525,2395,11681754,4752,5083434,2759,28682853,9018,31240123,12587,138208815,19933,28857587,4043,15276556,2718,18208250,5852,9434010,6112,52610568,8871,25205924,26910,158074303
105年08月,台灣,女性,12001,9836402,4439,6896626,2065,6077546,13027,8989880,11337,35617828,9876,16616072,15638,32353805,232077,242541249,70054,120910249,33284,98617857,233348,170673486,177913,406445858,168083,320765808,355247,767586503,670322,789396761,167471,327436994,81278,297773857,591524,486056628,376236,1071980861,414285,856331343,1087063,2411359207,1119523,1369773312,250201,508304561,123219,525973435,799718,694413530,438688,1457732032,605132,1259604475,1702333,4068240503,1533589,1860315661,288232,598863339,159170,721685614,900938,820539920,501930,1942684433,743117,1561882228,2073711,5776236196,1580974,1945206762,248549,559780488,164663,835287590,822365,769073707,468291,2481130622,676872,1522085211,1861627,6435046711,1526758,1934478239,219928,562262313,156093,824243814,749940,720888915,403947,2876471490,601876,1499853124,1646569,7123480378,1233898,1630598093,160511,476492978,120579,644660767,584426,567380946,267951,2127541344,435585,1193755422,1244910,6733777863,836690,1134663018,95008,308837258,76411,415152453,372718,359401227,140998,1135826002,268793,777456337,751856,4783440186,543726,714605018,52802,180545286,45411,251182227,200109,187532967,75995,671975910,160536,458652781,413911,3173398336,249606,320091243,20676,70244892,19709,103682323,72089,64565565,31287,310550669,71446,200464142,155341,1435365797,74796,93610427,5169,17528345,5645,27173229,16686,15802472,8191,91473176,20388,56985371,35179,482142147,29697,39062185,1816,6903987,2321,10787139,5223,5338862,2940,31849505,8584,25387507,12539,157928031,19524,29320411,3756,13612273,2628,16053792,5993,8196384,6647,60381780,8643,23728350,27630,204782151
105年09月,台灣,女性,12613,10339645,4069,6181077,2285,6640170,14933,10677953,10803,22931094,9488,15999215,15746,24734720,216505,216220564,61731,111641554,31978,93862771,216552,159759747,169818,369791620,159252,337488244,333025,777823232,619892,713907514,150476,318128088,75353,290224467,539449,463670336,362022,1023394214,402294,1008565216,1019739,2476782530,1038403,1238253000,222224,493960110,110959,487638847,712400,641132484,413556,1406764297,592928,1548985181,1553584,3879860272,1438377,1686428917,246807,561947236,134928,600110467,786932,734300964,450916,1692290889,712038,1905672797,1882676,5199517940,1487133,1750594588,199236,496649194,131770,655178896,712963,678342440,402259,1838030070,628866,1830708172,1678483,5492843797,1430232,1726857776,174278,481984330,129524,658768077,656411,631064318,346990,2150281239,550637,1787297247,1482383,5751177917,1159081,1461157944,130888,419258720,105955,567166989,513219,504628842,242155,1860760806,407213,1460111632,1112381,5279409924,784618,1036048552,78119,282303907,68431,378670264,327466,323873205,132093,1187465745,254694,1003545063,658333,3624163439,516849,647111389,44404,166562047,40953,233314696,176054,177011916,72298,766442207,152737,630784594,369999,2265096137,239333,286121365,17138,68611301,17655,93044475,63810,61413666,30067,355583268,66997,255931582,134990,1027495792,71433,85612971,4278,18171355,4927,24234350,14716,14778637,7874,104091674,18416,72208368,32381,317419586,27818,34754177,1442,6656471,2082,11035858,4577,5074573,2971,40012273,7822,34040373,11670,131207946,17821,26974683,3205,14688785,2260,15939460,5546,8668505,6167,61343163,7616,27627839,25370,171381932
105年10月,台灣,女性,11779,8528128,4219,6812561,1538,3878754,14651,9653286,10922,17091277,10032,19073886,15887,20654243,215579,205210808,70000,130062941,30939,89456629,227177,173584070,174598,348541890,205526,487003050,352052,732905589,626131,701247937,172760,378790718,82544,318633929,573663,508566906,376491,1031679377,538977,1493927344,1075229,2362101917,1045379,1214118974,248762,579358301,124742,559474325,757712,715105940,433564,1422937101,775621,2258905859,1676195,3851914866,1455233,1657462950,277214,659353328,151050,692949109,847607,831648697,472889,1718585735,917788,2712945944,2008963,5244900159,1513785,1698985380,223889,567729898,143877,716335723,770212,758726501,414384,1707312258,818409,2580675282,1805053,5435806158,1436309,1663724559,188293,544670486,134755,707123043,697934,702535749,346609,1690782219,710014,2480631400,1563044,5541235018,1170485,1433063507,138424,466359648,114597,632912826,553988,576866469,247249,1552758085,534251,2112316028,1178540,5004093950,806053,1024502903,83801,313596624,77882,450425354,360930,372721274,144032,1143778701,337760,1453320205,712142,3481867277,534774,651388228,47565,186512107,48200,289608871,196870,204332940,80695,774797274,204551,887787263,401189,2249102575,253470,305309439,18712,75026607,20683,110964587,74653,78195860,34103,369637037,89688,393372714,147180,961108413,75411,90453918,4671,18910485,5900,32502759,17035,17595956,8915,111518119,24275,100814039,36069,323555366,29841,37873365,1457,6361546,2512,11853068,5250,5916915,3105,37702723,10128,45711973,13011,108425547,18830,27883892,3624,15669562,2630,18336824,6132,9667719,6535,58094102,9528,34202708,24553,157897182
105年11月,台灣,女性,11132,7418500,4429,8014571,1451,3508844,15753,10875450,9964,18504719,8956,17829389,15965,22226722,207558,178050461,72922,147285025,31741,94360075,238164,175268192,166621,364560959,186980,431541599,369104,756193114,591514,578075053,175343,404254240,86246,337845284,592585,505753813,364354,1074176360,507061,1384929036,1163297,2460651343,986446,962316502,260189,637913538,130285,607753652,782187,717493430,417739,1459833502,745594,2177911239,1768810,4000940205,1405175,1314265458,307102,783728335,163924,801173052,880405,845043487,466912,1803925643,907453,2655521688,2209994,5590724078,1500632,1385772502,246991,693431206,158165,845987989,799497,789569229,414600,1837303473,829284,2664550544,1957830,5894876247,1412740,1342355680,195212,617525511,146757,827164560,716894,720473228,343776,1790197167,725270,2650394008,1699684,5872823063,1132504,1120328836,137708,503306230,124103,743157440,561310,582650545,247070,1537562005,552938,2222609486,1270795,5304523310,769977,801587408,83210,346778927,86267,532285598,365075,379484169,143750,1082686361,363775,1628343245,764358,3787911520,513118,522591462,47969,210874718,52587,334778980,199196,206209711,80029,695270325,228415,1004953285,423318,2393182792,249936,247401840,19135,86071569,23313,133166777,77489,77866770,34335,334859846,105924,466343377,165644,1108511814,74726,77823140,4820,21086966,6618,38860831,18078,17802776,8996,100323109,29989,136231940,41295,372602765,30819,33016118,1771,8391384,2628,13835863,5694,5944226,3314,36954017,12963,65684049,14211,119170217,18241,26304367,3875,17917464,2670,21017826,6158,10314906,6258,52469378,10752,48717480,28009,204571324
105年12月,台灣,女性,13022,9491461,5479,9608530,1752,4519326,18087,12867172,10926,22557449,10368,18765533,16926,20751606,235217,214136779,88350,173875974,35297,101935146,269950,204939343,176494,369976527,203597,408962865,380331,850831541,657404,684579889,215334,489169577,91779,350522044,652315,563361499,386860,1056274081,520027,1177735955,1158305,2734430197,1065533,1099850857,313776,754314675,132203,578111746,833528,786329573,442224,1434640330,737208,1735848736,1757971,4380308308,1510925,1499774624,375458,941129785,166977,768175847,926571,930587404,500860,1798743146,914605,2209430684,2182180,6146801656,1625834,1602133239,321144,871248408,164018,828197443,846786,873139084,452469,1894809362,854468,2223159948,1970584,6656705397,1519374,1542832393,255413,783147850,152153,809805596,748315,784514704,365881,1765996391,720264,2124318936,1680563,6838317178,1212888,1284322233,176913,630703893,130089,750753054,589629,629647554,259117,1449300921,521025,1708353025,1260334,6130808911,820930,907386133,103379,409181159,88938,534437268,379021,401315658,146537,949927872,327015,1125603872,756679,4244118955,543849,587483700,58519,240910924,54809,348639806,206557,214204323,81244,596278173,200379,684368196,424320,2676185523,268042,275969795,23945,103040822,24785,131208242,81511,85430678,35011,267878433,91416,297174984,163743,1268372740,79189,95461695,5975,26202505,6773,37637883,18693,19193602,8913,77405765,25939,86297036,40679,418218562,32890,36806373,2132,10155101,2928,13450749,5962,6494942,3399,29906479,10658,38626811,14224,181268558,19567,29247901,4524,18798541,2888,21240552,6606,10539255,6560,50304545,10332,32237485,28352,211780491
106年01月,台灣,女性,10245,8506801,4252,7802203,1667,4306051,13062,9158869,10738,28595280,9172,17978384,13521,17813933,202330,208568890,76781,158055327,33210,105750025,231064,179628806,171662,385433257,180106,385152132,328975,709612112,585623,690552734,188083,431663795,85157,349482655,555715,501110946,367376,1060265273,459857,1104276017,1004427,2301054561,949499,1163719226,281551,676562845,126765,593815676,702730,684938208,419582,1420130187,664052,1632612460,1520918,3666028180,1349597,1668857754,362430,895097996,167729,848547003,784993,807392060,482815,1898224668,847331,2135257198,1899128,5213269598,1467084,1868867743,333127,889220055,175482,964970732,724563,777145007,450885,2242064390,822748,2250214770,1740132,5786318618,1404526,1881262614,273406,826041171,171249,1003058272,648675,710385671,372265,2196740863,718125,2190623267,1497949,6017168370,1152460,1613114163,183954,630704331,142847,834635191,516335,572795401,255681,1640760188,511992,1699467873,1119202,5245129288,792444,1136403351,103073,399323932,97704,601275149,333024,361669868,139140,962039694,308640,1113402196,681408,3719353516,525532,741630224,55923,225611115,59119,377135636,180429,199392619,75432,565848523,182232,641367118,375757,2235501019,264185,349288306,23143,93155702,26858,152354427,72581,77820893,32730,266763047,83011,284709438,192542,1051667092,78192,105604593,5752,23495239,7200,41678128,16685,17140434,8258,75359144,22845,75277217,36037,324343259,32461,46941712,1867,8005878,3041,16559329,5322,5784501,2985,29082395,9430,33533079,12810,144969185,19594,34314166,4477,19861522,2817,20151092,5977,8987428,6384,51456656,9430,32040266,27548,180443157
106年02月,台灣,女性,10134,8141260,3773,6501028,1959,4418546,14507,10125948,12554,28313589,9552,16674649,14997,22334833,189042,183115850,63208,123799340,34192,92599253,225047,184940894,186610,446675269,168553,348235613,330649,637781121,525267,563454248,146076,318420268,80753,282310888,524402,500875795,376833,1124224926,397509,910022633,950312,1993978820,828069,891489341,206797,467946006,117073,461903253,651865,672652351,418547,1461042616,545645,1265735041,1388890,3101738975,1166936,1223649326,246450,569177773,154448,641896472,722404,787302357,486074,1913913083,677161,1587635328,1761180,4297625212,1257978,1307990091,218195,545962532,156655,714909001,664762,741138518,463509,2411568079,638215,1602268208,1581660,4610862682,1192622,1285816351,189748,532180363,145982,704314672,596547,664166002,404587,3025238284,557700,1560904938,1373816,4894245294,953333,1066773613,141090,463565005,117732,586316310,473340,536693199,278329,2431938937,407214,1265701689,1018867,4131927161,638993,742452329,85201,308301049,77865,396049172,304950,358932965,146116,1174809093,249769,841037924,603606,2610637649,417537,476532493,47517,183404388,46805,250321190,167018,194080595,77302,610989092,148352,492097004,350936,1583707113,209938,227641372,19964,81075295,21029,102583428,67292,74869792,33477,296312848,67726,217340747,133489,696241697,62054,76253102,4845,17912316,5869,27446263,15448,16563330,8335,78607071,18731,60853684,36067,195973897,25630,31756476,1581,6476623,2409,10115075,4974,6209773,3002,27859563,7461,25933181,11890,68291415,15540,23575954,3056,12683444,2535,15583567,5382,8237251,6453,61509430,7547,23075735,22994,152204891
106年03月,台灣,女性,11984,8249599,3442,5721644,1513,3223336,17943,13168623,11608,21513448,8495,13509595,17111,18402225,228135,198291033,64848,118731109,30767,87422767,274650,220074077,193184,427147919,162634,325872405,389335,741093827,612782,615885436,156523,331827871,76488,280733056,629445,569665504,394794,1166993901,397405,894076124,1141166,2441707804,950587,989309659,226696,507666484,110146,454490130,781854,772168491,437721,1550928222,553473,1331923958,1741777,3899855693,1324626,1349333389,263849,612333382,138419,598334111,866799,917353680,493105,1985490364,676424,1666974756,2210502,5579611608,1411852,1408851591,218519,551798008,133887,645458516,787509,860145415,441477,2072891148,606869,1652953524,2064486,6123350524,1316987,1332326477,183103,539231323,127158,653212710,698942,762206566,361769,1992923838,521581,1583778459,1761939,6139798057,1063769,1134104926,139972,476068979,109599,568592693,552657,622885815,262833,1766276976,395564,1345366633,1323331,5402148421,738223,814295033,90535,337600380,78043,421087552,358335,416121689,157106,1296429809,258210,951728332,819731,3858879374,494428,549189788,52720,210231812,49031,280341976,199293,228495779,90243,897986987,159218,595325653,452068,2398881427,254942,264516322,22793,89141732,22503,109583663,80946,90137270,40952,449340074,76053,275074136,186138,1059236106,75945,80933598,5677,23942071,6378,30730170,19185,21045517,10757,129712787,20990,77414872,44876,373035983,30628,34320549,1743,7998319,2654,12578337,6191,7209999,4024,48605071,8883,36094857,15766,140811854,18595,26849587,3301,14640134,2295,15571489,6142,10558518,6692,60330496,8373,29382342,30357,193168729
106年04月,台灣,女性,11825,8324501,3761,5783389,1546,4410944,15905,11886075,11565,20081261,8343,14742635,16822,17851967,241541,207482513,68661,120580891,31619,95724610,269272,197243320,200202,390278427,176988,378659790,379774,646295165,651134,654579781,170855,353420962,81408,331859217,629539,521170218,408966,1047363320,449131,1119438545,1145768,2178140387,1014206,1050277709,254094,559751751,118753,546442433,786893,706531664,444984,1384377644,632891,1659063362,1620338,3501086766,1437319,1457259126,304317,684158298,152664,747849666,877121,849802547,496975,1780187489,780270,2087056043,2026106,5018290665,1548334,1545183734,257713,616179460,150680,801586748,801987,818312776,450103,1926133344,721146,2066187275,1884998,5449380524,1459635,1485515849,211445,580242047,141018,788562740,716763,745226109,368084,1825443874,619827,1992790894,1586528,5422315811,1162544,1233743573,153907,487227160,119213,704611899,563585,593713277,261272,1644953485,463667,1622236486,1194009,4754246384,790292,873538942,95615,341029631,82168,516624407,367685,394181737,153318,1223293578,298399,1161550936,711740,3258725930,520221,571784742,55170,208070678,50506,342788199,201964,215368658,85970,839950836,182292,710253698,406288,1995815839,266604,281732731,23372,88280448,22975,126013469,81772,84023665,38935,436689927,86903,344144237,159680,943248596,79174,88077335,5890,22697948,6585,38690950,19084,19858069,10447,130679190,23704,88942120,39115,279826480,31814,36575282,1890,8310634,2674,13269007,6116,7196931,3856,50876285,9804,39974087,13909,133419576,19002,29752928,3513,14940455,2447,16712395,6083,10217263,6144,50438766,8938,30869413,25208,145713386
106年05月,台灣,女性,11590,9255137,4247,6472240,1573,4139149,16722,14229729,10662,26169775,8914,15314293,17450,18038930,231921,224240854,76118,131692505,31955,96385938,269607,206720837,175840,388440097,183208,368924850,393135,743696193,627556,692001145,182466,372539323,81562,319606933,608518,514173998,365046,1051633687,447324,1000840779,1158098,2895513020,960784,1079039298,266537,570388740,117679,509622325,750807,683986533,410460,1432918979,619327,1439344009,1720201,5122410585,1341639,1478628749,320272,710150880,151771,720379066,841028,834519113,471447,1921255982,765216,1834297564,2199430,8152925935,1419541,1543220742,274186,660524420,148386,772815025,772954,796059914,430985,2157076060,711462,1831114673,1952274,9532017518,1329675,1485884436,229765,629567504,138075,755222437,691460,735091857,359692,2138726453,619159,1794146162,1674784,10610707491,1069758,1248341171,168192,529868900,117395,664874042,542439,581777581,258567,1831734796,468476,1515412449,1259501,9915978112,742543,880820669,104406,371688512,82206,473539968,355996,387305022,153099,1348384240,304084,1045491268,808776,7057402457,490869,580833137,60327,225669429,50976,318429457,195833,211472580,86993,966844916,186373,636700924,426243,4768920446,252848,282343721,26053,96153431,23456,122823434,80399,82700944,39254,493424357,88547,299962798,170925,2741377625,74605,84024471,6764,28272052,6631,34063217,19248,20513826,10665,146311041,25251,86887389,42709,744799525,30219,36194616,2230,8791755,2682,14673161,6087,7217764,3725,52426475,10452,35471089,15241,295913398,19208,29796660,3946,15840656,2456,18669454,6340,10272990,6259,61074336,9255,29415963,27727,232959486
